meanfreq,sd,median,Q25,Q75,IQR,skew,kurt,sp.ent,sfm,mode,centroid,meanfun,minfun,maxfun,meandom,mindom,maxdom,dfrange,modindx,occupation
0.171923528489,0.0847978822529,0.191168274384,0.0978349410504,0.2518899607,0.15405501965,2.15858179077,8.76902450369,0.955995634044,0.686715419741,0.255091103966,0.171923528489,0.118348940759,0.0431506849315,0.279113924051,1.37065429687,0.0,6.00776367187,6.00776367187,0.140773031096,actor
0.119687405972,0.0842625692204,0.100235798499,0.0447159699893,0.184465880672,0.139749910682,0.83281963819,3.58792785311,0.972519348092,0.76276173448,0.102636655949,0.119687405972,0.122129047004,0.0437934458788,0.279113924051,0.73068533956,0.0,4.306640625,4.306640625,0.119246987952,actor
0.151991762942,0.0792236936717,0.147152554484,0.0928331546981,0.228381564845,0.135548410146,2.08639764581,11.3053999124,0.966883551607,0.745066943536,0.102536620222,0.151991762942,0.113303345945,0.0432352941176,0.277358490566,1.32417865954,0.0,5.10336914063,5.10336914063,0.182165334842,actor
0.165107031613,0.0860214214123,0.176763129689,0.0965344765988,0.249389067524,0.152854590925,2.7878407532,15.2096027039,0.964662449629,0.747109196265,0.102536620222,0.165107031613,0.114948006904,0.0431506849315,0.279113924051,1.37919571176,0.0,6.05083007813,6.05083007813,0.146071092568,actor
0.177831329128,0.0879088983359,0.206273669168,0.102536620222,0.257892104323,0.155355484101,3.05711596131,15.0715523695,0.944204609535,0.634907380143,0.278199356913,0.177831329128,0.119129684631,0.0433202357564,0.279113924051,1.27654690568,0.0,6.05083007813,6.05083007813,0.137097239588,actor
0.170651319512,0.0830356844002,0.186266523758,0.106237942122,0.247688460164,0.141450518042,1.89472068842,8.18763467058,0.965816164277,0.738753148149,0.270496605931,0.170651319512,0.118590698314,0.0431506849315,0.279113924051,1.66214794922,0.0,6.15849609375,6.15849609375,0.172932737366,actor
0.177674771459,0.0826938410088,0.194369417649,0.112640228653,0.252190067881,0.139549839228,2.57850957364,12.3201419624,0.958496794065,0.707039950791,0.27899964273,0.177674771459,0.124557921338,0.0431506849315,0.277358490566,1.47957745452,0.0,6.93369140625,6.93369140625,0.118222696687,actor
0.085511554992,0.0716446788529,0.0523186852447,0.0337120400143,0.119742765273,0.086030725259,2.1636334182,7.57829942681,0.942341286041,0.617105830516,0.0422150768131,0.085511554992,0.12754024578,0.0432352941176,0.279113924051,0.830212646484,0.0,8.74248046875,8.74248046875,0.0642973203002,actor
0.157161609892,0.0766137092859,0.175962843873,0.0987352625938,0.211475526974,0.11274026438,3.18020134577,17.678196112,0.960832766271,0.732816844529,0.184365844945,0.157161609892,0.131845873605,0.0431085043988,0.273913043478,0.984940899543,0.0,8.22568359375,8.22568359375,0.0889674788562,actor
0.164561732536,0.0742249717446,0.185466237942,0.114240800286,0.210375133976,0.0961343336906,3.20511851272,16.80758452,0.947074112958,0.659893676783,0.201672025723,0.164561732536,0.138212177607,0.0432777232581,0.279113924051,1.05379394531,0.0,7.407421875,7.407421875,0.0845986678709,actor
0.0886709003397,0.059938283731,0.0735262593783,0.0476170060736,0.111339764202,0.0637227581279,2.24165962524,9.16219932226,0.932592842771,0.54219825703,0.0477170418006,0.0886709003397,0.109812544313,0.0432777232581,0.277358490566,0.560493521341,0.0,2.36865234375,2.36865234375,0.128487848785,actor
0.173782902408,0.0792124626706,0.201371918542,0.114941050375,0.236684530189,0.121743479814,3.29099284437,17.6074271735,0.948245565199,0.665261138882,0.203972847446,0.173782902408,0.148311712224,0.0433202357564,0.279113924051,0.719208984375,0.0,7.42895507812,7.42895507812,0.0699008390542,actor
0.188954970003,0.0753743167425,0.206773847803,0.152154340836,0.250289389068,0.0981350482315,2.27645532367,9.23263464199,0.939509578429,0.594446062686,0.200271525545,0.188954970003,0.159927241046,0.0431085043988,0.279113924051,0.655600104533,0.0,8.0103515625,8.0103515625,0.0376088069636,actor
0.176627755976,0.0764705076623,0.195769917828,0.124744551626,0.23768488746,0.112940335834,1.44506728396,5.70128439087,0.964291371662,0.719461139456,0.0500178635227,0.176627755976,0.121896604152,0.0431929480901,0.279113924051,0.539458007812,0.0,3.63911132812,3.63911132812,0.0821186318372,actor
0.142445926688,0.0844063062356,0.165759199714,0.0603215434084,0.20857449089,0.148252947481,2.59178949716,13.3465307541,0.961141418342,0.717902412335,0.202572347267,0.142445926688,0.137096855766,0.0431929480901,0.279113924051,0.645194858285,0.0,7.3212890625,7.3212890625,0.048982957669,actor
0.158610164418,0.0759014454436,0.180664523044,0.102736691676,0.206373704895,0.103637013219,3.28110369984,18.056568136,0.957023271896,0.707212359297,0.200071454091,0.158610164418,0.134126731134,0.0431929480901,0.277358490566,0.759727800396,0.0,6.67529296875,6.67529296875,0.0744228711206,actor
0.125559653124,0.064512878765,0.108238656663,0.0835298320829,0.151954269382,0.068424437299,2.02470956108,7.96615369596,0.944772404685,0.601420315523,0.138749553412,0.125559653124,0.118939646514,0.0431085043988,0.279113924051,0.391303370276,0.0,3.03618164063,3.03618164063,0.0870948498707,actor
0.130490466995,0.0679022437973,0.120342979636,0.0856305823508,0.162458020722,0.0768274383708,2.02411834187,8.13780322666,0.954498664009,0.669650958196,0.13744908896,0.130490466995,0.108707344562,0.0432352941176,0.277358490566,0.579026801734,0.0,6.00776367187,6.00776367187,0.0714561810387,actor
0.139660719462,0.0660137852951,0.136148624509,0.0966345123258,0.177663451233,0.0810289389068,1.78116052558,6.81955544382,0.956920464041,0.671257246372,0.104637370489,0.139660719462,0.113303798911,0.0431085043988,0.279113924051,0.560179946002,0.0,3.22998046875,3.22998046875,0.113131313131,actor
0.134083034008,0.0718014876155,0.123143979993,0.0868310110754,0.171561271883,0.0847302608074,1.98646803781,7.81092573412,0.957830230778,0.685768053502,0.101636298678,0.134083034008,0.11164304739,0.0431085043988,0.279113924051,0.793734594335,0.0,10.68046875,10.68046875,0.0787634408602,actor
0.121855282535,0.0806768387023,0.111539835656,0.0482172204359,0.170961057521,0.122743837085,1.0781875951,3.99682402355,0.967334107964,0.724650181812,0.279799928546,0.121855282535,0.113091577994,0.0431929480901,0.277358490566,0.566457180772,0.0,6.67529296875,6.67529296875,0.0618095987411,actor
0.170221298798,0.0813638505848,0.191068238657,0.081529117542,0.24378706681,0.162257949268,3.70636978924,26.137786346,0.928696210659,0.524241168969,0.0470167917113,0.170221298798,0.123653256761,0.043405511811,0.277358490566,0.282834993855,0.0,1.894921875,1.894921875,0.0950649350649,actor
0.149682503995,0.0654265845734,0.145351911397,0.100635941408,0.189967845659,0.0893319042515,1.68911395834,6.7382371047,0.955796102437,0.656762717383,0.136248660236,0.149682503995,0.124907871891,0.0431506849315,0.279113924051,0.596457959785,0.0,5.85703125,5.85703125,0.0574063424252,actor
0.146450718201,0.069037213438,0.140150053591,0.0959342622365,0.198470882458,0.102536620222,1.53065503769,5.82712189963,0.961743497911,0.697818925216,0.101336191497,0.146450718201,0.12129122698,0.0434482758621,0.279113924051,0.913703155518,0.0,6.56762695312,6.56762695312,0.107530174743,actor
